filename,class,xmin,ymin,xmax,ymax
1006.tif,4,66.44,74.29,146.44,154.29
1006.tif,4,0,0,65.38,47.13
1006.tif,4,92.02,0,172.02,49.79
1006.tif,4,191.02,0,256,40.49
1006.tif,4,82.68,168.51,162.68,248.51
1006.tif,4,18.96,161.2,98.96,241.2
1007.tif,4,0,131.17,45.2,211.17
1007.tif,4,121.43,145.76,201.43,225.76
1008.tif,3,183.64,136.45,256,216.46
1008.tif,3,140.6,137.15,220.6,217.15
1009.tif,2,134.19,118.58,214.19,198.58
1009.tif,2,207.11,190.66,256,256
1010.tif,2,95.5,201.43,175.5,256
1011.tif,2,34.1,148.58,114.1,228.58
1012.tif,1,198.89,209.93,256,256
1012.tif,1,199.44,165.86,256,245.87
1013.tif,1,183.57,133.37,256,213.37
1014.tif,4,68.56,0,148.56,40.43
1014.tif,1,178.16,9.45,256,89.45
1014.tif,1,122.53,0,202.53,52
1015.tif,4,109.45,96.84,189.45,176.84
1015.tif,3,42.78,0,122.78,71.54
1015.tif,3,106.28,15.35,186.28,95.35
1015.tif,3,153.37,0,233.37,78.42
1015.tif,1,61.3,62.45,141.3,142.45
1015.tif,1,9.97,33.34,89.97,113.34
1016.tif,2,26.89,165.27,106.89,245.27
1017.tif,4,170.29,0,250.29,74.01
1017.tif,4,92.41,1.16,172.41,81.16
1017.tif,4,0,62,68.93,142.01
1017.tif,4,21.47,0,101.47,51.73
1017.tif,4,195.87,46.04,256,126.04
1018.tif,4,0,0,71.17,53.51
1019.tif,4,101.28,0,181.28,50.39
1020.tif,4,0,206.96,74.64,256
1021.tif,3,119.76,59.71,199.76,139.71
1021.tif,3,189.95,95.02,256,175.02
1022.tif,2,47.73,63.96,127.73,143.96
1023.tif,2,0,27.83,57.21,107.83
1023.tif,2,0,0,66.23,65.36
1024.tif,2,0,188.45,73.76,256
1025.tif,2,102.76,37.69,182.76,117.69
1025.tif,1,99.35,167.94,179.35,247.94
1025.tif,1,163.76,87.07,243.76,167.07
1025.tif,1,94.33,104.22,174.33,184.23
1026.tif,4,115.36,129.77,195.36,209.77
1026.tif,4,144.66,41.62,224.66,121.62
1026.tif,4,19.5,124.12,99.5,204.12
1026.tif,4,77.99,191.36,158,256
1026.tif,4,0,214.32,47.01,256
1026.tif,4,71.75,47.33,151.75,127.33
1027.tif,4,0,128.06,53.35,208.06
1028.tif,1,156.5,59.02,236.5,139.02
1029.tif,4,0,162.7,52.76,242.7
1029.tif,4,54.62,215.22,134.62,256
1029.tif,1,19.57,129.75,99.57,209.75
1030.tif,4,192.85,67.72,256,147.72
1030.tif,4,122.15,99.22,202.15,179.22
1030.tif,4,187.45,6.02,256,86.02
1030.tif,4,138.95,32.12,218.95,112.12
1030.tif,4,59.36,187.3,139.36,256
1030.tif,3,169.15,187.42,249.15,256
1031.tif,4,0,104.13,54.32,184.14
1031.tif,4,14.04,131.59,94.04,211.59
1031.tif,4,23.26,184.91,103.26,256
1031.tif,4,0,191.25,60.65,256
1032.tif,4,112.63,0,192.63,62.84
1033.tif,4,213.71,140.93,256,220.94
1033.tif,4,60.49,2.5,140.49,82.5
1033.tif,4,0,55.28,71.35,135.28
1034.tif,4,0,19.79,42.07,99.79
1034.tif,1,56.47,3.59,136.47,83.59
1035.tif,3,188.54,210.41,256,256
1036.tif,4,158.03,155.52,238.03,235.52
1037.tif,4,174.96,92.82,254.96,172.82
1038.tif,4,43.86,103.32,123.87,183.32
1038.tif,4,6.36,44.22,86.36,124.22
1038.tif,4,94.17,123.62,174.17,203.62
1038.tif,4,109.97,80.72,189.97,160.72
1038.tif,4,31.56,180.12,111.57,256
1038.tif,4,0,0,79.47,61.85
1039.tif,2,48.58,211.68,128.58,256
1039.tif,2,139.45,172.57,219.45,252.57
1040.tif,1,90.53,194.05,170.54,256
1040.tif,1,62.45,168.17,142.45,248.17
1041.tif,4,63.2,170.37,143.2,250.37
1042.tif,2,20.34,165.41,100.34,245.41
1042.tif,2,83.13,119.7,163.13,199.7
1042.tif,1,213.1,108.69,256,188.69
1043.tif,2,34.21,97.12,114.21,177.12
1043.tif,2,67.81,62.97,147.81,142.97
1043.tif,1,126.74,0,206.74,49.9
1044.tif,1,147.64,50.95,227.64,130.95
1044.tif,1,126.37,107.01,206.37,187.01
1044.tif,1,163.61,123.92,243.61,203.92
1044.tif,1,140.21,179.39,220.21,256
1044.tif,1,142.77,0,222.77,72.61
1045.tif,1,0,88.5,63.19,168.5
1045.tif,1,0,147.72,46.17,227.72
1045.tif,1,15.36,25.45,95.36,105.45
1045.tif,1,15.17,147.32,95.17,227.32
1046.tif,2,12.72,62.16,92.72,142.16
1046.tif,1,26.32,0,106.32,57.59
1047.tif,1,197.59,33.69,256,113.7
1047.tif,1,167.59,90.67,247.59,170.67
1048.tif,1,80.29,28.67,160.29,108.67
1048.tif,1,70.29,70.77,150.29,150.77
1048.tif,1,25.89,119.07,105.89,199.07
1048.tif,1,0.19,136.17,80.19,216.17
1048.tif,1,0,88.46,72.12,168.46
1048.tif,1,0,46.12,79.94,126.12
1048.tif,1,14.99,20.87,94.99,100.87
1049.tif,4,137.27,71.59,217.27,151.59
1049.tif,4,163.49,17.32,243.49,97.32
1049.tif,4,136.89,182.72,216.89,256
1050.tif,4,43.08,83.81,123.08,163.81
1051.tif,1,150.01,84.96,230.01,164.97
1052.tif,2,48.87,87.96,128.87,167.96
1052.tif,2,0,126.86,66.07,206.86
1052.tif,1,94.3,96.28,174.31,176.28
1052.tif,1,109.11,47.99,189.11,128
1053.tif,2,15.89,0,95.89,47.58
1054.tif,4,98.7,54.4,178.7,134.4
1054.tif,4,84.34,0,164.34,74.11
1054.tif,4,94.96,113.05,174.96,193.05
1054.tif,2,0,2.75,71.06,82.75
1054.tif,2,0,18.25,42.06,98.25
1054.tif,2,68.28,100.48,148.28,180.49
1054.tif,2,170.86,23.35,250.86,103.35
1054.tif,2,0,93.02,46.91,173.02
1055.tif,1,0,0,74.07,62.47
1056.tif,4,134.11,29.16,214.11,109.16
1056.tif,4,64.75,0,144.75,66.89
1056.tif,4,171.41,0,251.41,61.64
1057.tif,1,0,11.57,66.73,91.57
1058.tif,4,0,0,52.61,73.93
1059.tif,1,197.54,123.25,256,203.25
1060.tif,4,112.56,0,192.56,76.65
1060.tif,4,215.02,108.44,256,188.44
1060.tif,1,0,0,65.13,78.84
1061.tif,2,123.76,0,203.76,44.13
1062.tif,2,105.2,180.39,185.2,256
1062.tif,2,0,61.97,45.31,141.97
1063.tif,4,0,133.57,75.7,213.57
1064.tif,2,7.92,0,87.92,47.8
1065.tif,2,180.32,96.8,256,176.8
1066.tif,2,43.85,44.05,123.85,124.05
1066.tif,2,0,76.65,67.88,156.65
1067.tif,4,4.35,18.83,84.35,98.83
1068.tif,1,146.76,13.12,226.76,93.12
1069.tif,2,8.2,0,88.21,47.57
1069.tif,1,104.6,37.34,184.6,117.34
1069.tif,1,0,6.21,50.78,86.21
1070.tif,3,0,186.19,46.7,256
1071.tif,4,7.67,152.88,87.67,232.88
1072.tif,2,25.87,154.01,105.87,234.01
1073.tif,4,43.67,0,123.67,52.21
1074.tif,4,7.01,86.88,87.01,166.88
1074.tif,4,43.01,20.88,123.01,100.88
1075.tif,3,215.56,128.17,256,208.17
1076.tif,3,2.14,151.78,82.14,231.78
1077.tif,3,205.57,112.03,256,192.03
1077.tif,3,151.62,104.02,231.62,184.02
1077.tif,3,192.08,62.71,256,142.71
1077.tif,3,163.84,48.38,243.84,128.38
1078.tif,4,117.34,74.93,197.35,154.93
1078.tif,3,0,113.72,74.68,193.72
1078.tif,3,175.1,59.76,255.1,139.76
1078.tif,3,209.66,30.67,256,110.67
1079.tif,3,40.92,0,120.92,41.96
1080.tif,3,135.66,56.89,215.66,136.89
1080.tif,3,26.32,112.23,106.33,192.23
1081.tif,4,185.65,24.9,256,104.9
1082.tif,4,156.98,124.9,236.98,204.9
1083.tif,3,119.61,27.91,199.61,107.91
1084.tif,2,41.12,97.37,121.12,177.37
1085.tif,3,3.08,80.35,83.08,160.35
1086.tif,3,104.27,65.53,184.27,145.53
1086.tif,1,73.05,9.97,153.05,89.97
1086.tif,1,52.41,62.36,132.41,142.36
1087.tif,3,145.66,113.69,225.66,193.69
1087.tif,3,198.58,23.2,256,103.2
1088.tif,4,21.42,67.12,101.42,147.12
1088.tif,3,0,190.95,60.15,256
1088.tif,3,88.63,158.14,168.63,238.14
1088.tif,1,167.47,177.19,247.47,256
1089.tif,3,180.89,177.99,256,256
1090.tif,3,0,127.19,50.93,207.19
1091.tif,4,130.46,0,210.46,40.16
1091.tif,1,166.66,80.14,246.66,160.14
1091.tif,1,170.68,179.35,250.68,256
1092.tif,3,9.86,113.66,89.86,193.66
1093.tif,3,198.18,172.13,256,252.13
1094.tif,3,127.85,0,207.85,69.45
1094.tif,3,191.88,156.67,256,236.67
1095.tif,3,211.16,124.92,256,204.92
1096.tif,4,53.58,76.23,133.59,156.23
1097.tif,1,38.89,0,118.89,42.46
1097.tif,1,8.72,2.15,88.72,82.15
1098.tif,3,116.33,80.74,196.33,160.74
1099.tif,3,182.13,45.34,256,125.34
1099.tif,3,58.12,0,138.12,46.25
1099.tif,1,0,188.12,54.33,256
1100.tif,3,0.53,2.44,80.53,82.44
1101.tif,3,0,0,45.77,45.53
1102.tif,4,204.22,197.91,256,256
1102.tif,1,174.73,93.35,254.73,173.35
1103.tif,4,167.41,153.67,247.41,233.68
1103.tif,1,0,7.55,42.3,87.55
1104.tif,4,0,39.05,51.07,119.05
1105.tif,1,0,7.19,46.23,87.19
1105.tif,1,50.02,0,130.02,71.1
1105.tif,1,172.69,0,252.69,46.97
1106.tif,3,159.26,88.04,239.26,168.04
1106.tif,3,130.43,145.02,210.43,225.02
1107.tif,4,8.49,0,88.49,64.82
1107.tif,3,0,188.59,57.66,256
1108.tif,3,3.43,213.2,83.43,256
1108.tif,3,181.23,152.87,256,232.87
1108.tif,3,92.86,154.99,172.86,234.99
1109.tif,3,0,179.86,49.68,256
1110.tif,3,81.24,189,161.24,256
1110.tif,3,24.62,181.59,104.62,256
1111.tif,2,67.38,0,147.38,75.13
1112.tif,3,33.61,189.12,113.61,256
1112.tif,3,47.37,0,127.37,60.1
1112.tif,3,0,0,77.63,69.09
1112.tif,1,126.22,8.67,206.22,88.67
1113.tif,4,99.35,120.32,179.35,200.32
1114.tif,4,205.3,135.67,256,215.67
1114.tif,3,114.81,155.25,194.81,235.25
1114.tif,3,188.36,193.88,256,256
1115.tif,2,3.8,44.65,83.8,124.65
1116.tif,3,49.26,39.12,129.26,119.12
1116.tif,3,167.23,70.62,247.23,150.62
1117.tif,3,108.64,196.64,188.64,256
1117.tif,3,0,98.74,75.92,178.75
1118.tif,4,54.37,156.43,134.37,236.43
1118.tif,4,60.72,101.92,140.72,181.92
1118.tif,1,112.05,27.31,192.05,107.31
1118.tif,1,142.74,0,222.74,48.04
1118.tif,1,101.99,82.34,181.99,162.34
1119.tif,3,105.28,0,185.28,73.44
1119.tif,3,180.95,36.3,256,116.3
1120.tif,3,159.44,38.01,239.44,118.01
1121.tif,3,0,0,42.17,47.1
1122.tif,1,136.1,185.08,216.1,256
1122.tif,1,92.2,204.41,172.2,256
1122.tif,1,72.21,133.97,152.21,213.97
1123.tif,1,131.93,94,211.93,174
1124.tif,3,203.88,123.21,256,203.21
1125.tif,3,0,166.36,58.67,246.36
1126.tif,3,35.16,33.76,115.16,113.76
1127.tif,3,167.13,180.85,247.13,256
1127.tif,3,203.97,96.85,256,176.85
1127.tif,1,135.18,133.36,215.18,213.36
1128.tif,3,0,170.04,42.89,250.04
1128.tif,3,81.32,0,161.32,59.37
1129.tif,3,173.28,0,253.28,49.44
1130.tif,2,203.94,194.23,256,256
1131.tif,3,133.79,177.41,213.79,256
1132.tif,3,52.76,184.07,132.76,256
1133.tif,4,67.2,100.82,147.2,180.82
1134.tif,1,164,170.21,244,250.21
1135.tif,4,141.95,188.18,221.96,256
1136.tif,1,142.31,59.29,222.31,139.29
1137.tif,2,0,177.21,48.58,256
1138.tif,2,56.06,139.97,136.06,219.97
1138.tif,1,0,192.68,67.25,256
1138.tif,1,0,102.72,44.42,182.72
1139.tif,2,212.4,164.21,256,244.21
1140.tif,3,103.29,108.46,183.29,188.46
1141.tif,4,89.08,199.87,169.08,256
1142.tif,4,0,10.57,58.9,90.58
1143.tif,4,127.4,44.7,207.4,124.7
1143.tif,4,174.18,0,254.18,75.58
1143.tif,2,89.6,117.29,169.6,197.29
1143.tif,2,71.1,83.29,151.1,163.29
1143.tif,2,79.4,163.49,159.4,243.49
1143.tif,2,163.85,211.8,243.85,256
1144.tif,4,124.82,30.9,204.83,110.9
1144.tif,4,92.02,45.7,172.02,125.7
1144.tif,4,89.22,21.6,169.22,101.6
1145.tif,2,7.08,28.24,87.08,108.24
1145.tif,2,0,144.63,49.94,224.63
1145.tif,2,38.44,104.43,118.44,184.43
1146.tif,3,135.72,34.72,215.72,114.72
1146.tif,3,0,166.37,66.09,246.37
1146.tif,3,98.12,90.82,178.12,170.82
1146.tif,3,130.27,170.16,210.27,250.16
1146.tif,3,84.29,0,164.29,43.09
1146.tif,3,0,27.26,45.3,107.26
1146.tif,3,27,141.84,107,221.84
1146.tif,3,187.82,115.44,256,195.44
1147.tif,3,0,52.62,41.72,132.62
1147.tif,3,0,75.12,52.02,155.12
1147.tif,3,62.45,0,142.45,54.15
1147.tif,3,0,120.17,73.48,200.18
1147.tif,3,25.81,177.59,105.81,256
1147.tif,3,7.16,38.5,87.16,118.5
1147.tif,3,34.22,92.62,114.22,172.62
1147.tif,3,165.49,102.71,245.49,182.71
1148.tif,2,209.1,63.75,256,143.75
1149.tif,2,49.22,88.86,129.22,168.86
1149.tif,2,0,95.76,78.92,175.76
1149.tif,2,57.22,61.66,137.22,141.66
1149.tif,2,12.42,60.06,92.42,140.06
1149.tif,2,41.62,155.36,121.62,235.36
1149.tif,2,0,77.76,62.52,157.76
1149.tif,2,88.02,132.26,168.02,212.27
1149.tif,2,0,62.96,66.72,142.96
1149.tif,2,0,128.16,57.12,208.16
1149.tif,2,108.32,138.97,188.32,218.97
1149.tif,2,165.11,99.21,245.11,179.21
1149.tif,2,151.52,139.17,231.52,219.17
1149.tif,2,103.12,21.56,183.12,101.56
1150.tif,4,96.33,126.39,176.33,206.39
1150.tif,4,15.79,0,95.79,77.18
1151.tif,4,198.33,79.41,256,159.41
1151.tif,4,136.83,72.61,216.83,152.62
1151.tif,4,150.31,122.41,230.31,202.41
1152.tif,4,54.12,117.81,134.13,197.82
1152.tif,4,52.02,105.61,132.03,185.62
1152.tif,4,96.12,149.32,176.12,229.32
1152.tif,4,0,190.26,57.4,256
1153.tif,4,87.27,192.52,167.27,256
1153.tif,4,155.79,71.97,235.79,151.97
1153.tif,4,198.19,64.07,256,144.07
1153.tif,4,52.99,141.17,132.99,221.17
1153.tif,4,70.99,84.17,150.99,164.17
1154.tif,4,0,116.67,71.89,196.67
1155.tif,4,187.6,82.65,256,162.65
1155.tif,4,139.62,8.13,219.62,88.13
1155.tif,4,157.41,37.7,237.41,117.7
1155.tif,4,182.95,50,256,130
1156.tif,4,0,156.57,69.35,236.57
1157.tif,4,214.63,37.89,256,117.89
1158.tif,4,59.82,183.83,139.82,256
1158.tif,4,120.02,99.67,200.03,179.67
1158.tif,4,0,68.13,56.7,148.13
1158.tif,4,82.49,143.85,162.49,223.85
1158.tif,4,72.92,2.7,152.92,82.7
1159.tif,4,190.32,161.26,256,241.26
1160.tif,4,50.99,178.58,130.99,256
1160.tif,2,44.74,33.62,124.75,113.62
1161.tif,1,157.36,0,237.36,58.74
1162.tif,1,65.32,0,145.32,67.53
1163.tif,1,0,67.45,46.77,147.45
1163.tif,1,190.03,22.98,256,102.98
1163.tif,1,0,0,55.77,49.97
1164.tif,2,113.29,193.2,193.29,256
1164.tif,2,128.56,207.45,208.56,256
1164.tif,2,136.1,146.46,216.1,226.46
1165.tif,4,0,37.86,65.21,117.86
1165.tif,1,72.2,82.77,152.21,162.77
1165.tif,1,70.4,170.07,150.4,250.07
1166.tif,4,64.36,150.85,144.36,230.85
1166.tif,4,0,59.45,44.78,139.45
1166.tif,4,0,0,72.21,74.02
1167.tif,4,88.38,183.2,168.38,256
1167.tif,4,40.31,76.05,120.31,156.05
1167.tif,4,80.37,38.4,160.38,118.4
1167.tif,4,116.38,66.4,196.38,146.4
1168.tif,4,0,155.11,75.89,235.11
1168.tif,4,207.54,0,256,75.8
1168.tif,3,47.68,123.05,127.69,203.05
1169.tif,4,109.1,147.66,189.1,227.66
1169.tif,4,205.18,183.6,256,256
1169.tif,4,162.24,126.07,242.24,206.07
1170.tif,4,128.58,106.25,208.58,186.25
1170.tif,4,177.67,129.01,256,209.01
1170.tif,4,55.68,164.3,135.68,244.3
1171.tif,4,25.71,42.23,105.72,122.23
1171.tif,4,128.22,72.53,208.22,152.53
1171.tif,4,7.45,158.77,87.46,238.77
1172.tif,4,199.73,88.02,256,168.02
1172.tif,4,181.34,145.65,256,225.65
1172.tif,4,122.09,102.44,202.09,182.44
1173.tif,4,54.64,203.85,134.64,256
1173.tif,4,0,153.48,65.33,233.48
1173.tif,4,173.65,166.58,253.66,246.58
1173.tif,3,120.84,212.75,200.84,256
1174.tif,4,10.19,0,90.19,76.87
1174.tif,2,131.02,108.73,211.02,188.73
1174.tif,1,158.55,0,238.55,65.38
1174.tif,1,96.23,49.55,176.23,129.55
1174.tif,1,33.07,127.93,113.07,207.93
1174.tif,1,26.48,93.43,106.48,173.43
1175.tif,2,0,122.93,75.08,202.93
1175.tif,2,6.63,0,86.63,74.41
1176.tif,3,209.54,17.04,256,97.04
1177.tif,1,155.76,0,235.76,64.75
1177.tif,1,209.56,15.65,256,95.65
1177.tif,1,125.26,0,205.26,40.65
1177.tif,1,205.26,0,256,69.05
1178.tif,4,164.58,133.25,244.58,213.25
1179.tif,4,33.05,130.71,113.05,210.71
1179.tif,4,40.55,53.23,120.55,133.24
1179.tif,4,0,53.81,62.15,133.81
1179.tif,4,130.05,59.73,210.05,139.73
1179.tif,4,81.85,0,161.85,77.81
1180.tif,2,205.16,189.23,256,256
1180.tif,2,104.24,98.37,184.24,178.37
1180.tif,2,129.8,25.66,209.8,105.66
1180.tif,2,92.32,162.45,172.32,242.45
1180.tif,1,164.42,131.01,244.42,211.01
1180.tif,1,207.76,71.21,256,151.21
1181.tif,1,0,71.28,66.04,151.28
1182.tif,4,169.86,159.71,249.86,239.71
1182.tif,3,208.4,194.29,256,256
1182.tif,3,18.8,67.61,98.8,147.61
1182.tif,1,180.99,53.43,256,133.43
1182.tif,1,99.23,80.44,179.23,160.44
1183.tif,3,0,86.27,64.13,166.27
1183.tif,1,24.29,215.58,104.29,256
1183.tif,1,95.09,46.46,175.09,126.46
1183.tif,1,73.54,137.94,153.54,217.94
1184.tif,1,198.11,172.28,256,252.28
1185.tif,1,47.09,0,127.09,77.81
1186.tif,4,39.14,75.82,119.14,155.82
1186.tif,4,57.41,142.87,137.41,222.87
1186.tif,1,150.24,212.43,230.24,256
1186.tif,1,123.34,90.7,203.34,170.7
1187.tif,3,164.99,13.01,244.99,93.01
1188.tif,3,45.32,0,125.32,41.1
1188.tif,3,0,33.43,51.07,113.43
1188.tif,3,123.72,0,203.72,58.14
1189.tif,4,179.13,15.8,256,95.8
1190.tif,4,0,0,52.03,56.62
1191.tif,4,166.13,18.96,246.13,98.96
1192.tif,4,43.87,69.76,123.87,149.76
1192.tif,4,0,0,69.59,66.74
1193.tif,4,203.47,0,256,71.71
1194.tif,1,148.52,0,228.52,41.4
1195.tif,2,66.83,4.6,146.83,84.6
1195.tif,2,112.11,0,192.11,73.87
1197.tif,4,88.07,0,168.08,51.9
1198.tif,3,40.39,34.47,120.39,114.47
1199.tif,4,178.82,129.3,256,209.31
1199.tif,4,123.75,15.62,203.75,95.62
1199.tif,4,156.28,103.99,236.28,184
1199.tif,4,23.89,129.64,103.89,209.64
1199.tif,4,0,56.9,67.79,136.9
1199.tif,4,121.28,176.32,201.28,256
1199.tif,4,56.77,180.89,136.77,256
1200.tif,4,23.31,156.37,103.31,236.37
1200.tif,4,9.22,86.48,89.22,166.48
1200.tif,4,105.48,91.09,185.48,171.09
1201.tif,4,166.82,0,246.82,62.44
1201.tif,4,122.87,0,202.87,47.05
1202.tif,4,173.11,0,253.11,53.94
1203.tif,4,183.82,0,256,42.04
1204.tif,4,92.71,60.56,172.71,140.56
1205.tif,4,0,0,48.99,72.63
1206.tif,4,214.32,0,256,73.2
1207.tif,4,115.23,10.47,195.23,90.47
1208.tif,1,42.68,0,122.68,72.49
1209.tif,1,0,206.27,41.56,256
1210.tif,1,144.46,0,224.46,54.57
1210.tif,1,193.86,0,256,48.97
1211.tif,4,0,204.32,79.62,256
1211.tif,4,0,166.58,54.21,246.58
1211.tif,4,64.62,205.32,144.62,256
1212.tif,2,40.53,186.47,120.53,256
1212.tif,1,40.56,207.49,120.56,256
1213.tif,4,69.81,189.05,149.81,256
1214.tif,4,18.68,210.98,98.68,256
1215.tif,2,0,151.75,66.21,231.75
1216.tif,1,0,108.79,59.16,188.79
1216.tif,1,0,153.49,53.36,233.49
1217.tif,4,85.63,124.7,165.63,204.7
1217.tif,4,44.42,60.99,124.42,140.99
1217.tif,4,90.42,16.29,170.42,96.29
1217.tif,4,18.02,115.59,98.02,195.59
1218.tif,4,0,126.93,44.36,206.93
1219.tif,3,60.73,79.61,140.72,159.6
1220.tif,4,185.97,19.41,256,99.41
1220.tif,4,174.1,0,254.1,62.65
1220.tif,4,153.82,109.62,233.82,189.62
1221.tif,4,0,74.11,64.55,154.11
1221.tif,4,3.54,32.2,83.54,112.2
1221.tif,4,50.07,32.78,130.07,112.78
1221.tif,4,23.72,109.62,103.72,189.62
1222.tif,4,209.98,93.93,256,173.93
1223.tif,4,0,88.13,62.28,168.13
1223.tif,4,130.89,67.23,210.89,147.23
1223.tif,4,118.59,14.93,198.59,94.93
1223.tif,4,0,22.33,58.28,102.33
1223.tif,4,84.89,0,164.89,69.33
1224.tif,4,41.54,90.57,121.54,170.57
1224.tif,2,25.19,165.99,105.19,246
1224.tif,2,0,215.6,78.13,256
1225.tif,1,0,104.39,63.66,184.39
1226.tif,4,52.3,165.86,132.3,245.86
1227.tif,4,43.75,150,123.75,230
1228.tif,2,182.43,122,256,202
1229.tif,2,29.01,179.25,109,256
1229.tif,2,81.45,121.64,161.45,201.64
1229.tif,2,127.53,57.81,207.53,137.81
1229.tif,2,27.48,58.23,107.49,138.24
1229.tif,2,167.43,122.05,247.43,202.05
1229.tif,2,0,139.75,74.14,219.75
1230.tif,2,0,115.59,57.53,195.59
1231.tif,4,25.6,36.46,105.6,116.46
1231.tif,4,104.9,0.16,184.9,80.16
1231.tif,4,14.9,66.26,94.9,146.26
1231.tif,4,140.2,43.96,220.2,123.96
1231.tif,4,1.74,127.01,81.74,207.01
1231.tif,4,7.2,0,87.2,44.86
1231.tif,3,64.2,94.76,144.2,174.76
1231.tif,2,114.1,95.66,194.1,175.66
1232.tif,4,188.37,57.76,256,137.76
1233.tif,4,10.22,104.77,90.22,184.77
1233.tif,4,17.28,212.08,97.29,256
1233.tif,1,41.14,21.48,121.14,101.48
1234.tif,4,161.01,24.19,241.01,104.19
1234.tif,4,29.41,74.09,109.41,154.09
1234.tif,2,93.41,102.49,173.41,182.5
1234.tif,1,109.81,38.89,189.81,118.89
1234.tif,1,52.11,17.49,132.11,97.49
1234.tif,1,98.71,0,178.71,60.89
1234.tif,1,153.61,60.99,233.61,140.99
1234.tif,1,0,0,78.41,42.09
1234.tif,1,118.91,130.49,198.91,210.5
1234.tif,1,0,30.69,52.11,110.69
1234.tif,1,58.01,0,138.01,40.49
1235.tif,2,0,45.64,49.77,125.64
1236.tif,4,168.41,109.68,248.41,189.68
1236.tif,1,100.61,158.07,180.61,238.08
1237.tif,2,41.72,110.39,121.72,190.39
1237.tif,1,178,169.62,256,249.62
1237.tif,1,126.9,171.52,206.9,251.53
1238.tif,2,180.67,194.86,256,256
1238.tif,2,38.24,190.72,118.25,256
1239.tif,4,12.95,122.51,92.95,202.52
1240.tif,2,33.12,117.44,113.12,197.44
1241.tif,4,195.24,11.39,256,91.39
1242.tif,4,8.5,114.75,88.5,194.76
1243.tif,4,0,143.21,51.06,223.21
1244.tif,4,203.75,194.53,256,256
1245.tif,4,134.81,0,214.81,70.05
1246.tif,4,0,93.11,61.61,173.11
1247.tif,4,76.87,99.43,156.87,179.43
1247.tif,4,143.07,98.33,223.07,178.33
1247.tif,4,138.97,168.53,218.97,248.53
1247.tif,4,37.87,166.73,117.87,246.73
1247.tif,4,11.57,118.53,91.57,198.53
1247.tif,4,175.07,107.63,255.07,187.63
1247.tif,4,194.67,142.63,256,222.63
1247.tif,4,89.77,38.43,169.77,118.43
1248.tif,4,56.08,168.72,136.08,248.72
1248.tif,1,192.21,33.83,256,113.83
1248.tif,1,182.54,105.6,256,185.6
1248.tif,1,179.18,205.43,256,256
1248.tif,1,213.76,145.07,256,225.07
1249.tif,1,36.82,136.68,116.83,216.68
1249.tif,1,0,203.04,69.07,256
1249.tif,1,0,65.79,64.15,145.79
1250.tif,1,31.49,79.38,111.49,159.38
1250.tif,1,206.42,171.68,256,251.68
1250.tif,1,130.78,138.68,210.78,218.68
1250.tif,1,80.29,59.84,160.29,139.84
1250.tif,1,141.65,91.8,221.65,171.8
1251.tif,2,38.63,56.43,118.63,136.43
1252.tif,2,72.44,29.92,152.44,109.92
1252.tif,2,124.54,62.56,204.54,142.56
1253.tif,4,98.59,0,178.59,76.18
1253.tif,4,142.88,53.58,222.88,133.58
1253.tif,2,14.47,117.69,94.47,197.69
1254.tif,1,19.38,189.62,99.38,256
1255.tif,1,0,108.33,69.67,188.33
1256.tif,2,65.81,0,145.81,50.7
1256.tif,2,0,12.09,55.57,92.09
1257.tif,2,106.37,0,186.37,77.87
1257.tif,2,152.13,0,232.13,42.25
1258.tif,1,204.3,32.63,256,112.63
1258.tif,1,143.3,0,223.3,75.03
1258.tif,1,136.5,37.43,216.5,117.43
1259.tif,2,21.81,0,101.81,62.96
1260.tif,2,213.93,113.08,256,193.08
1261.tif,4,155.02,57.51,235.02,137.51
1262.tif,4,19.62,105.51,99.62,185.51
1262.tif,4,34.22,151.41,114.22,231.41
1262.tif,4,8.92,39.91,88.92,119.91
1263.tif,4,8.36,0,88.36,44.55
1264.tif,4,92.19,0,172.19,71.87
1265.tif,4,32.63,168.53,112.63,248.53
1266.tif,4,26.92,0,106.92,42.32
1267.tif,1,198.73,0,256,63.74
1267.tif,1,164.06,0,244.06,46.33
1267.tif,1,97.68,0,177.68,42.67
1267.tif,1,170.68,74.21,250.68,154.21
1267.tif,1,126.34,123.19,206.34,203.19
1268.tif,1,46.17,64.92,126.17,144.92
1269.tif,3,126.31,202.13,206.31,256
1270.tif,4,142.04,8.33,222.04,88.33
1270.tif,4,105.91,159.33,185.91,239.34
1271.tif,1,167.67,0,247.67,51.81
1272.tif,4,173.86,95.25,253.87,175.25
1272.tif,3,64.14,112.25,144.14,192.25
1273.tif,4,114.39,44.68,194.39,124.68
1273.tif,4,29.13,28.78,109.13,108.78
1273.tif,4,0,206.24,45.07,256
1273.tif,1,184.71,209.13,256,256
1274.tif,1,0,206.24,75.91,256
1275.tif,1,0,19.06,55.79,99.06
1276.tif,4,167.6,0,247.6,71.42
1276.tif,3,95.35,8.04,175.35,88.04
1276.tif,3,60.67,97.63,140.67,177.63
1276.tif,3,102.7,213.72,182.7,256
1277.tif,4,21.42,23.93,101.43,103.93
1277.tif,1,46.24,112.66,126.24,192.66
1277.tif,1,104.24,58.65,184.24,138.66
1277.tif,1,163.04,9.48,243.04,89.48
1278.tif,1,0,157.4,43.58,237.4
